loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
22.857306668848516,3.2888972759246826,22.857303619384766,6.957199517803913,2.1079037189483643,6.9571990966796875,0
3.8137862743790616,1.5030913352966309,3.813786029815674,2.9008011105134317,1.3843152523040771,2.900801420211792,1
2.6192179090788272,1.2903029918670654,2.619217872619629,2.267889546364853,1.240351676940918,2.2678894996643066,2
2.1847947231682716,1.1604704856872559,2.1847946643829346,1.3860287247449672,0.9006199836730957,1.3860286474227905,3
1.8255760030648143,1.1035383939743042,1.8255761861801147,5.755243242401438,2.2028021812438965,5.755243301391602,4
1.560812330635143,1.0289320945739746,1.5608123540878296,1.1394721638296068,0.8214274644851685,1.1394720077514648,5
1.6202558848456419,0.9529761672019958,1.6202560663223267,1.9752054134595025,1.1275421380996704,1.975205659866333,6
1.6282180445300753,1.1169975996017456,1.6282178163528442,3.1213335564865687,1.5621832609176636,3.121333599090576,7
1.442959779521444,1.004898190498352,1.4429597854614258,2.1615817677933737,1.2019388675689697,2.1615817546844482,8
1.4993526748160726,1.048368215560913,1.4993526935577393,2.4625744704938017,1.3683165311813354,2.4625742435455322,9
1.5255884423698347,1.020873785018921,1.5255885124206543,1.5096315108623701,0.9865092635154724,1.5096315145492554,10
1.248216269352182,0.9451166987419128,1.2482163906097412,5.138699053898709,2.1382222175598145,5.138698577880859,11
1.2822301777982221,0.9670792818069458,1.282230257987976,0.9165496340219917,0.7487428188323975,0.9165496230125427,12
1.2084977941209918,0.8467829823493958,1.2084977626800537,1.0109656457741236,0.7812692523002625,1.0109655857086182,13
1.2638846275323035,0.9668880105018616,1.2638849020004272,1.5497492273238926,1.0056225061416626,1.5497492551803589,14
1.0241795706585102,0.8621129989624023,1.0241793394088745,2.291055987381034,1.3350557088851929,2.291055917739868,15
1.2408175743937082,0.9360029697418213,1.240817666053772,1.5194135322603572,1.0543323755264282,1.5194135904312134,16
1.1763989794295269,0.9308395385742188,1.1763989925384521,1.4833806611827969,0.9999306797981262,1.483380675315857,17
1.0592624436539064,0.8880471587181091,1.0592625141143799,1.9170479987495135,1.2113170623779297,1.9170479774475098,18
1.1234930206819909,0.9409996867179871,1.1234931945800781,0.8146926602956766,0.7094157934188843,0.8146926760673523,19
1.0251011258548068,0.8734679222106934,1.0251010656356812,1.3245753242387803,0.9844661355018616,1.3245753049850464,20
0.9652260357571631,0.8377344012260437,0.9652259945869446,0.790047206087006,0.6945387125015259,0.7900471687316895,21
0.9629726718688748,0.8303143978118896,0.9629726409912109,0.7793153749708458,0.6763492226600647,0.7793154120445251,22
0.9172277114645312,0.8204711675643921,0.9172275066375732,1.8077052732052672,1.1275882720947266,1.807705283164978,23
0.9010794630779844,0.7365673184394836,0.901079535484314,1.1026296365711696,0.861598551273346,1.1026296615600586,24
0.8466137848359203,0.787360668182373,0.8466139435768127,1.3382423624549944,0.9618306756019592,1.3382424116134644,25
0.9218732585612032,0.8182632923126221,0.9218732118606567,2.66742105295568,1.4887027740478516,2.6674211025238037,26
0.86504818299382,0.8152543902397156,0.8650482296943665,0.6513252166256667,0.6011176109313965,0.6513252258300781,27
0.7552674476223713,0.7298343181610107,0.7552675008773804,0.6305019495003822,0.602489173412323,0.6305019855499268,28
0.8380007967096833,0.7735799551010132,0.8380007147789001,1.0345617288986022,0.8376009464263916,1.0345617532730103,29
0.8506502136332063,0.7954795956611633,0.8506501913070679,1.693301845661963,1.1411192417144775,1.693301796913147,30
0.8030188929584018,0.7700079083442688,0.8030188679695129,1.4306389363770633,1.0318357944488525,1.4306389093399048,31
0.724265899445183,0.7392714619636536,0.7242659330368042,1.2276419626478476,0.9090092778205872,1.2276419401168823,32
0.7379892110005277,0.7394466400146484,0.7379892468452454,1.1253616400191055,0.8901863098144531,1.1253615617752075,33
0.7695747352240422,0.761518657207489,0.769574761390686,0.6020446204647576,0.5927735567092896,0.6020446419715881,34
0.7017964569154064,0.6660934686660767,0.7017964720726013,0.6774014361023494,0.6479244232177734,0.6774014830589294,35
0.687820663874092,0.7293896079063416,0.6878206729888916,0.8790689055452642,0.7792061567306519,0.8790689706802368,36
0.6728193514125863,0.7121660113334656,0.6728193163871765,0.7711499258619813,0.6990560293197632,0.7711499333381653,37
0.6762502796666319,0.6899707317352295,0.6762502193450928,1.2739710558423472,0.967682957649231,1.2739710807800293,38
0.6668925710355293,0.7196226119995117,0.6668924689292908,0.7640492607330539,0.70624178647995,0.764049232006073,39
0.6081317142932275,0.6567035913467407,0.6081316471099854,3.1607015132904053,1.67180597782135,3.160701274871826,40
0.676876630570061,0.6958487033843994,0.6768766045570374,0.7244386994551957,0.6880699396133423,0.7244386672973633,41
0.6337063359640718,0.6975001096725464,0.6337063908576965,1.209202104008075,0.9321085810661316,1.2092020511627197,42
0.6175832938902157,0.6657897233963013,0.617583155632019,0.6009923750182607,0.5889804363250732,0.6009923815727234,43
